filename,shutter_time
img01.jpg,13.0
img02.jpg,10.0
img03.jpg,4.0
img04.jpg,3.2
img05.jpg,1.0
img06.jpg,0.8
img07.jpg,0.3
img08.jpg,0.25
img09.jpg,0.016666666666666666
img10.jpg,0.0125
img11.jpg,0.003125
img12.jpg,0.0025
img13.jpg,0.001
